比利時	比利時王國	比利時	比利時王國	比利时	比利时王国	比利時	比利時王國	比利时	比利时王国	比利时	比利时王国	比利時	比利時王國	比利时	比利时王国	比利時	比利时王国ᚋ比利時王國ᚋ比利时	Belgium	country in western Europe	Q3624078,Q43702,Q6256,Q20181813,Q185441,Q1250464,Q113489728	Q31	Q31	
																圣梅达尔		Saint-Médard	commune in Moselle, France	Q484170	Q21731	Q142	Q1399019,Q1270623,Q2900529,Q12652,Q19951697,Q700954
								鹰形目				鷹形目		鹰形目		鷹形目		Accipitriformes	order of birds including hawks and eagles	Q16521	Q21736		
																比丹		Buding	commune in Moselle, France	Q484170	Q21750	Q142	Q12652,Q2900529,Q12652,Q19862314,Q702599
														勒邦圣马丹		勒邦圣马丹		Le Ban-Saint-Martin	commune in Moselle, France	Q484170	Q21756	Q142	Q250053,Q12652,Q2900529,Q12652,Q701694,Q2986948,Q19863226
														阿加滕欧米讷		阿加滕欧米讷		Hargarten-aux-Mines	commune in Moselle, France	Q484170	Q21760	Q142	Q12652,Q2900529,Q12652,Q19606497,Q700699
絞木目								绞木目						绞木目		丝缨花目		Garryales	order of plants	Q16521	Q21761		
特雷西·考德威爾·戴森	特蕾西·考德威爾							特雷西·考德威尔·戴森	特蕾西·考德威尔							特蕾西·戴森	特雷西·考德威尔·戴森ᚋ特蕾西·考德威尔	Tracy Caldwell Dyson	American chemist and NASA astronaut	Q5	Q21767		
山茱萸目								山茱萸目				山茱萸目		山茱萸目		山茱萸目		Cornales	order of plants	Q16521	Q21769		
														罗达尔布		罗达尔布		Rodalbe	commune in Moselle, France	Q484170	Q21771	Q142	Q1398129,Q1270623,Q2900529,Q12652,Q19951697,Q700954
														阿尔兹维莱尔		阿尔兹维莱尔		Arzviller	commune in Moselle, France	Q484170	Q21783	Q142	Q1270623,Q2900529,Q12652,Q19951697,Q702478
木兰藤目								木兰藤目						木兰藤目		木兰藤目		Austrobaileyales	order of plants	Q16521	Q21788		
																奥贝尔罗埃代尔恩		Oberrœdern	commune in Bas-Rhin, France	Q484170	Q21793	Q142	Q2150573,Q12717,Q12717,Q701286,Q702823
金鱼藻属								金鱼藻属				金魚藻屬		金鱼藻属		金鱼藻属	金鱼藻属	Ceratophyllum	genus of plants	Q16521	Q21795		
														奥恩格夫特		奥恩格夫特		Hohengœft	commune in Bas-Rhin, France	Q484170	Q21807	Q142	Q2150573,Q12717,Q12717,Q701724,Q702509
														欧孔库尔		欧孔库尔		Hauconcourt	commune in Moselle, France	Q484170	Q21812	Q142	Q1397777,Q12652,Q2900529,Q12652,Q19863226,Q701694
薄熙來		薄熙來		薄熙来		薄熙來		薄熙来		薄熙来		薄熙來		薄熙来		薄熙来	薄熙來	Bo Xilai	former Politburo member of the Chinese Communist Party	Q5	Q21822		
														圣埃夫尔		圣埃夫尔		Saint-Epvre	commune in Moselle, France	Q484170	Q21832	Q142	Q682915,Q1270623,Q12652,Q19951697,Q700954
山龙眼目								山龙眼目						山龙眼目		山龙眼目		Proteales	order of plants	Q16521	Q21838		
														利德勒赞		利德勒赞		Lidrezing	commune in Moselle, France	Q484170	Q21839	Q142	Q1399019,Q1270623,Q2900529,Q12652,Q19951697,Q700954
																巴奈		Bannay	commune in Moselle, France	Q484170	Q21841	Q142	Q12652,Q2900529,Q12652,Q19606497,Q700699
洋二仙草目								洋二仙草目						洋二仙草目		洋二仙草目	大叶草目	Gunnerales	order of plants	Q16521	Q21846		
														贝唐日		贝唐日		Bettange	commune in Moselle, France	Q484170	Q21862	Q142	Q12652,Q2900529,Q12652,Q19606497,Q700699
																贝朗莱谢尔		Beyren-lès-Sierck	commune in Moselle, France	Q484170,Q902814	Q21883	Q142	Q1470658,Q12652,Q2900529,Q12652,Q19862314,Q702599
														雪勒		雪勒		Chieulles	commune in Moselle, France	Q484170	Q21890	Q142	Q12652,Q2900529,Q12652,Q19863226,Q701694
																宽莱屈夫里		Coin-lès-Cuvry	commune in Moselle, France	Q484170	Q21894	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
																約瑟芬·科克倫		Josephine Cochrane	American inventor (1839–1913)	Q5	Q21901		
																普伊		Pouilly	commune in Moselle, France	Q484170	Q21920	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
																穆特鲁斯		Mouterhouse	commune in Moselle, France	Q484170	Q21942	Q142	Q12652,Q2900529,Q12652,Q653069
																莫尔兰		Molring	commune in Moselle, France	Q484170	Q21946	Q142	Q1398129,Q1270623,Q2900529,Q12652,Q19951697,Q700954
																勒泽		Lezey	commune in Moselle, France	Q484170	Q21962	Q142	Q1398179,Q1270623,Q2900529,Q12652,Q19951697,Q700954
														隆日维尔-莱圣阿沃尔德		隆日维尔-莱圣阿沃尔德		Longeville-lès-Saint-Avold	commune in Moselle, France	Q484170	Q21963	Q142	Q12652,Q2900529,Q12652,Q19606497,Q700699
														萨拉尔布		萨拉尔布		Sarralbe	commune in Moselle, France	Q484170	Q21979	Q142	Q12652,Q2900529,Q12652,Q653069,Q1116732
												尤茲		于茨		于茨		Yutz	commune in Moselle, France	Q484170	Q21983	Q142	Q12652,Q2900529,Q12652,Q19862314,Q702599
																弗莱维		Flévy	commune in Moselle, France	Q484170	Q21992	Q142	Q1397854,Q12652,Q2900529,Q12652,Q19863226,Q701694
																齐兰		Zilling	commune in Moselle, France	Q484170	Q21999	Q142	Q1270623,Q2900529,Q12652,Q19951697,Q702478
																格兰多尔比赞		Grindorff-Bizing	commune in Moselle, France	Q484170	Q22009	Q142	Q1399012,Q12652,Q2900529,Q12652,Q19862314,Q702599
																福尔克兰		Folkling	commune in Moselle, France	Q484170	Q22017	Q142	Q514402,Q12652,Q2900529,Q12652,Q19606497,Q1116732
														大穆瓦约夫尔		大穆瓦约夫尔		Moyeuvre-Grande	commune in Moselle, France	Q484170	Q22020	Q142	Q766869,Q12652,Q2900529,Q12652,Q19862314,Q702601
																瓦尼		Vany	commune in Moselle, France	Q484170	Q22034	Q142	Q12652,Q2900529,Q12652,Q19863226,Q701694
														帕尼莱古万		帕尼莱古万		Pagny-lès-Goin	commune in Moselle, France	Q484170	Q22047	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
														格伦德维莱尔		格伦德维莱尔		Grundviller	commune in Moselle, France	Q484170	Q22061	Q142	Q1398190,Q12652,Q2900529,Q12652,Q653069
														拉夫兰博勒		拉夫兰博勒		Lafrimbolle	commune in Moselle, France	Q484170	Q22062	Q142	Q1397752,Q1270623,Q2900529,Q12652,Q19951697,Q702478
贝林扎戈诺瓦雷塞								贝林扎戈诺瓦雷塞						贝林扎戈诺瓦雷塞		贝林扎戈诺瓦雷塞		Bellinzago Novarese	Italian comune	Q747074	Q22070	Q38	Q16216
																韦凯尔斯维莱		Veckersviller	commune in Moselle, France	Q484170	Q22073	Q142	Q1287897,Q1270623,Q2900529,Q12652,Q16802182,Q702478,Q19951697
比安德拉泰								比安德拉泰						比安德拉泰		比安德拉泰		Biandrate	Italian comune	Q747074	Q22075	Q38	Q16216
																于尔泰乌斯		Hultehouse	commune in Moselle, France	Q484170	Q22080	Q142	Q1270623,Q2900529,Q12652,Q19951697,Q702478
														克朗		克朗		Klang	commune in Moselle, France	Q484170	Q22106	Q142	Q12652,Q2900529,Q12652,Q19862314,Q702599
														阿蒂尼		阿蒂尼		Hattigny	commune in Moselle, France	Q484170	Q22112	Q142	Q1397752,Q1270623,Q2900529,Q12652,Q19951697,Q702478
卡梅里								卡梅里						卡梅里		卡梅里		Cameri	Italian comune	Q747074	Q22129	Q38	Q16216
														法尔斯堡		法尔斯堡		Phalsbourg	commune in Moselle, France	Q484170	Q22160	Q142	Q1270623,Q2900529,Q12652,Q19951697,Q702478
GNU自由文檔許可證		GNU自由文檔許可證		GNU自由文档许可证		GNU自由文檔許可證		GNU自由文档许可证		GNU自由文档许可证		GNU自由文檔許可證		GNU自由文档许可证		GNU自由文档许可证		GNU Free Documentation License	copyleft license primarily for free software documentation	Q5975031,Q1139274	Q22169		
														罗斯朗日		罗斯朗日		Rosselange	commune in Moselle, France	Q484170	Q22171	Q142	Q766869,Q12652,Q2900529,Q12652,Q19862314,Q702601
																阿斯帕克		Aspach	commune in Moselle, France	Q484170	Q22180	Q142	Q1397752,Q1270623,Q2900529,Q12652,Q19951697,Q702478
库雷焦								库雷焦						库雷焦		库雷焦		Cureggio	Italian comune	Q747074	Q22197	Q38	Q16216
														温德兰		温德兰		Hundling	commune in Moselle, France	Q484170	Q22199	Q142	Q1398190,Q12652,Q2900529,Q12652,Q653069
吉姆·德敏特								吉姆·德敏特						吉姆·德敏特		吉姆·德敏特		Jim DeMint	United States Senator from South Carolina	Q5	Q22201		
														摩泽尔河畔诺韦昂		摩泽尔河畔诺韦昂		Novéant-sur-Moselle	commune in Moselle, France	Q484170	Q22214	Q142	Q1397916,Q12652,Q2900529,Q12652,Q19863226,Q701694
														波梅里约		波梅里约		Pommérieux	commune in Moselle, France	Q484170	Q22218	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
																蓬图瓦		Pontoy	commune in Moselle, France	Q484170	Q22220	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
																朗加特		Langatte	commune in Moselle, France	Q484170	Q22236	Q142	Q1270623,Q2900529,Q12652,Q19951697,Q702478
														圣玛丽欧谢讷		圣玛丽欧谢讷		Sainte-Marie-aux-Chênes	commune in Moselle, France	Q484170	Q22258	Q142	Q977319,Q12652,Q2900529,Q12652,Q19863226,Q701694
丰塔内托-达戈尼亚								丰塔内托-达戈尼亚						丰塔内托-达戈尼亚		丰塔内托-达戈尼亚		Fontaneto d'Agogna	Italian comune	Q747074	Q22266	Q38	Q16216
														圣让德巴塞勒		圣让德巴塞勒		Saint-Jean-de-Bassel	commune in Moselle, France	Q484170	Q22276	Q142	Q1287897,Q1270623,Q2900529,Q12652,Q16802182,Q19951697,Q702478
														弗莱赛姆		弗莱赛姆		Fleisheim	commune in Moselle, France	Q484170	Q22289	Q142	Q1287897,Q1270623,Q2900529,Q12652,Q16802182,Q19951697,Q702478
奧林匹亞·史諾								奥林匹亚·史诺						奧林匹亞·史諾		奧林匹亞·史諾		Olympia Snowe	American politician; U.S. Senator for Maine	Q5	Q22290		
																里姆兰		Rimling	commune in Moselle, France	Q484170	Q22292	Q142	Q1398167,Q12652,Q2900529,Q12652,Q653069
														锡尔斯塔勒		锡尔斯塔勒		Siersthal	commune in Moselle, France	Q484170	Q22307	Q142	Q1284620,Q12652,Q2900529,Q12652,Q653069
																韦尔尼		Verny	commune in Moselle, France	Q484170	Q22308	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
														小唐坎		小唐坎		Petit-Tenquin	commune in Moselle, France	Q484170	Q22319	Q142	Q1397795,Q12652,Q2900529,Q12652,Q19606497,Q1116732
														盖尔芒日		盖尔芒日		Guermange	commune in Moselle, France	Q484170	Q22322	Q142	Q979504,Q1270623,Q12652,Q19951697,Q702478
														瑞里		瑞里		Jury	commune in Moselle, France	Q484170	Q22333	Q142	Q1397784,Q12652,Q2900529,Q12652,Q19863226,Q701694
														雷姆兰莱皮特朗日		雷姆兰莱皮特朗日		Rémering-lès-Puttelange	commune in Moselle, France	Q484170	Q22334	Q142	Q12652,Q2900529,Q12652,Q653069,Q1116732
																莱西		Lessy	commune in Moselle, France	Q484170	Q22344	Q142	Q1397916,Q12652,Q12652,Q19863226,Q701694
																雷梅尔方		Rémelfang	commune in Moselle, France	Q484170	Q22365	Q142	Q12652,Q2900529,Q12652,Q19606497,Q700699
														利普赛姆		利普赛姆		Lipsheim	commune in Bas-Rhin, France	Q484170	Q22387	Q142	Q2150573,Q12717,Q12717,Q19243038,Q660855,Q586704
														武埃堡		武埃堡		Château-Voué	commune in Moselle, France	Q484170	Q22388	Q142	Q1398102,Q1270623,Q2900529,Q12652,Q19951697,Q700954
														安巴赫	昂巴克	安巴赫	昂巴克	Hambach	commune in Moselle, France	Q484170	Q22391	Q142	Q1398190,Q12652,Q2900529,Q12652,Q653069
														弗洛库尔		弗洛库尔		Flocourt	commune in Moselle, France	Q484170	Q22403	Q142	Q1397830,Q12652,Q2900529,Q12652,Q19863226,Q701694
														莫代尔河畔什韦古斯		莫代尔河畔什韦古斯		Schweighouse-sur-Moder	commune in Bas-Rhin, France	Q484170	Q22418	Q142	Q2150573,Q12717,Q12717,Q701286,Q19242266
旁遮普邦		旁遮普邦						旁遮普邦						旁遮普邦		旁遮普邦		Punjab	Indian state	Q12443800	Q22424	Q668	Q668
天兆								天兆						天兆		天兆	惊兆ᚋ灵异象限ᚋ麦田怪圈ᚋ标志ᚋ靈異象限ᚋ驚兆	Signs	2002 film directed by M. Night Shyamalan	Q11424	Q22432		
								恩赛姆								恩赛姆		Entzheim	commune in Bas-Rhin, France	Q484170	Q22438	Q142	Q2150573,Q12717,Q12717,Q19243038,Q660855,Q586704
														布赖登巴赫		布赖登巴赫		Breidenbach	commune in Moselle, France	Q484170	Q22439	Q142	Q1398167,Q12652,Q2900529,Q12652,Q653069
														巴尔斯特		巴尔斯特		Barst	commune in Moselle, France	Q484170	Q22442	Q142	Q12652,Q2900529,Q12652,Q19606497,Q1116732
加尔巴尼亚诺瓦雷塞								加尔巴尼亚诺瓦雷塞						加尔巴尼亚诺瓦雷塞		加尔巴尼亚诺瓦雷塞		Garbagna Novarese	Italian comune	Q747074	Q22446	Q38	Q16216
盖梅								盖梅						盖梅		盖梅		Ghemme	Italian comune	Q747074	Q22458	Q38	Q16216
																富斯根海姆		Fußgönheim	municipality in the Rhein-Pfalz-Kreis, in Rhineland-Palatinate, Germany	Q116457956	Q22460	Q183	Q519306
																黑尔梅尔斯贝尔格		Hermersberg	municipality in Südwestpfalz district, in Rhineland-Palatinate, Germany	Q116457956	Q22463	Q183	Q574471
曼代洛維塔								曼代洛维塔						曼代洛维塔		曼代洛维塔		Mandello Vitta	Italian comune	Q747074	Q22487	Q38	Q16216
														希尔梅克		希尔梅克		Schirmeck	commune in Bas-Rhin, France	Q484170	Q22509	Q142	Q3105,Q2150573,Q12717,Q701724
朱德		朱德		朱德		朱德		朱德		朱德		朱德		朱德		朱德	朱代珍	Zhu De	Marshal of the People's Republic of China (1886-1976)	Q5	Q22513		
														格雷斯维莱尔		格雷斯维莱尔		Gresswiller	commune in Bas-Rhin, France	Q484170	Q22515	Q142	Q2150573,Q12717,Q12717,Q701724
屈托爾賽姆								屈托尔赛姆						屈托尔赛姆		屈托尔赛姆		Kuttolsheim	commune in Bas-Rhin, France	Q484170	Q22518	Q142	Q2150573,Q12717,Q12717,Q702509,Q660855
																曼韦尔桑		Minversheim	commune in Bas-Rhin, France	Q484170	Q22519	Q142	Q2150573,Q12717,Q12717,Q702509,Q660855
														达伦登		达伦登		Dalhunden	commune in Bas-Rhin, France	Q484170	Q22541	Q142	Q2150573,Q12717,Q12717,Q701286,Q19242266
																日耳曼人	日爾曼民族ᚋ日尔曼ᚋ日尔曼人ᚋ日耳曼ᚋ日尔曼族ᚋ日爾曼人ᚋ日耳曼民族	Germanic peoples	historical group of European people	Q41710	Q22633		
														布吕马特		布吕马特		Brumath	commune in Bas-Rhin, France	Q484170	Q22637	Q142	Q2150573,Q12717,Q12717,Q701286,Q660855
韦鲁诺								韦鲁诺						韦鲁诺		韦鲁诺		Veruno	former Italian comune	Q3685476	Q22648	Q38	Q16216,Q60380313
																伊尔基什-格拉芬什塔登		Illkirch-Graffenstaden	commune in Bas-Rhin, France	Q484170	Q22660	Q142	Q2150573,Q12717,Q12717,Q19243038,Q660855,Q586704
最小驚訝原則								最小惊讶原则						最小惊讶原则		最小惊讶原则		principle of least astonishment	principle in computer system design	Q39487140,Q105422226	Q22668		
新聞自由		新聞自由		新闻自由		新聞自由		新闻自由		新闻自由		新聞自由		新闻自由		新闻自由		freedom of the press	freedom of communication and expression through mediums including various electronic media and published materials		Q22688		
梅斯		梅斯		梅斯		梅斯		梅斯		梅斯		梅斯		梅斯		梅斯	梅茲	Metz	city in Grand Est, France	Q484170,Q1549591	Q22690	Q142,Q43287,Q183,Q142	Q12652,Q701697,Q2900529,Q12652,Q19863226,Q2986948
								茶藨子属				茶藨子屬		茶藨子屬		茶藨子属	醋栗属ᚋ醋栗科ᚋ茶藨子属	Ribes	genus of plants	Q16521	Q22691		
																橄榄石	翠綠橄欖石	olivine	solid solution series	Q1936581	Q22693		
														阿格诺		阿格诺		Haguenau	commune in Bas-Rhin, France	Q484170	Q22730	Q142	Q12717,Q184646,Q701286,Q19242266
坎芬								坎芬						坎芬		坎芬		Kanfen	commune in Moselle, France	Q484170	Q22743	Q142	Q1470658,Q12652,Q2900529,Q12652,Q19862314,Q702599
														努伊		努伊		Nouilly	commune in Moselle, France	Q484170	Q22747	Q142	Q1397854,Q12652,Q2900529,Q12652,Q19863226,Q701694
九一一事件陰謀論								九一一事件陰謀論						九一一事件陰謀論		九一一事件陰謀論	九一一阴谋论ᚋ九一一陰謀論ᚋ911阴谋论	9/11 conspiracy theories	conspiracy theories regarding the September 11, 2001, terrorist attacks		Q22763		
																禁書目錄		Index Librorum Prohibitorum	list of publications prohibited by the Catholic Church from 1559 to 14 June 1966	Q2352616,Q12021576	Q22765		
														博森多夫		博森多夫		Bossendorf	commune in Bas-Rhin, France	Q484170	Q22781	Q142	Q2150573,Q12717,Q12717,Q702509,Q660855
拆除華沙計劃	華沙的計畫性摧毀ᚋ拆除华沙計畫ᚋ毁灭华沙的計畫							拆除华沙计划								拆毀華沙	華沙的計劃性摧毀ᚋ拆除华沙计划ᚋ毁灭华沙的计划ᚋ華沙的毀滅ᚋ德军对华沙的破坏	destruction of Warsaw	plans by Germany	Q17781833,Q3123011	Q22796	Q156111	
														代特维莱尔		代特维莱尔		Dettwiller	commune in Bas-Rhin, France	Q484170	Q22813	Q142	Q2150573,Q12717,Q12717,Q702509
																攀岩	徒手攀登	climbing	activity to ascend a steep object	Q31629	Q22857		
												細腰亞目		细腰亚目		细腰亚目		Apocrita	suborder of insects	Q16521	Q22864		
												奧地利薩爾茲堡				奧地利薩爾茨堡足球俱樂部	薩爾茨堡	SV Austria Salzburg	Austrian association football club	Q476028	Q22866	Q40	
																沃尔多夫	瓦尔多夫ᚋ沃尔道夫ᚋWalldorf	Walldorf	town in the Rhein-Neckar-Kreis of Baden-Württemberg in Germany	Q3957,Q42744322	Q22872	Q183	Q8177
拉奥孔								拉奥孔						拉奥孔		拉奥孔		Laocoön	son of Acoetes in Greek mythology	Q22988604	Q22878		
																维泰尔斯布尔		Vittersbourg	commune in Moselle, France	Q484170	Q22885	Q142	Q1398129,Q1270623,Q2900529,Q12652,Q19951697,Q700954
維基百科:頁面存廢討論								维基百科:页面存废讨论				Wikipedia:頁面存廢討論				Wikipedia:頁面存廢討論	Wikipedia:页面存废讨论ᚋWP:PFDᚋWP:AFDᚋWP:CFDᚋWP:TFDᚋWP:RFDᚋWP:UFDᚋWP:MFDᚋWP:PAGEDELᚋWikinews:删除请求ᚋWN:DRᚋWP:VFDᚋWikivoyage:刪除表決	Wikipedia:Articles for deletion	Wikimedia project page	Q14204246,Q4656150	Q22897		
																巴德迪尔克海姆		Bad Dürkheim	town in Germany	Q42744322,Q134626,Q6882870	Q22901	Q183	Q8557
														基尔维莱尔		基尔维莱尔		Kirrwiller	commune in Bas-Rhin, France	Q484170	Q22906	Q142	Q2150573,Q12717,Q12717,Q702509
														布尔沙伊德		布尔沙伊德		Bourscheid	commune in Moselle, France	Q484170	Q22927	Q142	Q1270623,Q2900529,Q12652,Q19951697,Q702478
居民	住戶ᚋ容留人員											居民	住戶ᚋ容留人員					inhabitant	person who lives in a certain place		Q22947		
擎天神系列運載火箭								擎天神系列運載火箭						擎天神系列運載火箭		擎天神系列運載火箭		Atlas	family of American missiles and space launch vehicles	Q22999537	Q22949		
蘭施圖爾								兰施图尔						兰施图尔		兰施图尔		Landstuhl	town in Germany	Q42744322	Q22950	Q183	Q562241
																伯赫尔-伊格尔海姆		Böhl-Iggelheim	municipality in Germany	Q116457956	Q22972	Q183	Q8554
																约克格里姆		Jockgrim	municipality in Germany	Q116457956	Q22974	Q183	Q8543
																阿尔冈西		Argancy	commune in Moselle, France	Q484170	Q22994	Q142	Q1397854,Q12652,Q2900529,Q12652,Q19863226,Q701694
														弗雷梅斯特罗夫		弗雷梅斯特罗夫		Frémestroff	commune in Moselle, France	Q484170	Q22997	Q142	Q1397795,Q12652,Q12652,Q19606497,Q1116732
														库姆		库姆		Coume	commune in Moselle, France	Q484170	Q23001	Q142	Q12652,Q2900529,Q12652,Q19606497,Q700699
贝内图塞尔		贝内图塞尔		贝内图塞尔		贝内图塞尔		贝内图塞尔		贝内图塞尔		贝内图塞尔		贝内图塞尔		贝内图塞尔		Benetússer	municipality in Spain	Q2074737,Q123754112	Q23012	Q29	Q2247650,Q54939,Q60675615
																韦斯特海姆 (莱茵兰-普法尔茨)		Westheim	municipality in Germany	Q116457956	Q23020	Q183	Q8543
																梅尔察尔本		Merzalben	municipality in Rhineland-Palatinate, Germany	Q116457956	Q23029	Q183	Q8552
																弗兰肯斯泰因		Frankenstein	municipality in Germany	Q116457956	Q23036	Q183	Q8559
新民黨		新民黨		新民党		新民黨		新民党		新民党		新民黨		新民党		新民黨		New People's Party	political party in Hong Kong	Q7278	Q23059	Q8646	
坎布里亞		金巴倫						坎布里亚				坎布里亞		坎布里亚		坎布里亞郡		Cumbria	ceremonial county of England	Q180673,Q769603	Q23066	Q145	Q47967,Q21
達勒姆郡		對衡郡						達勒姆郡						达勒姆郡		達勒姆郡	對衡郡ᚋ杜咸郡ᚋ杜倫郡	County Durham	ceremonial county in North East England, United Kingdom	Q180673	Q23082	Q145	Q47983,Q21
北约克郡	北約克郡							北约克郡						北约克郡		北约克郡		North Yorkshire	ceremonial county in England, UK	Q180673	Q23086	Q145	Q47983,Q48063,Q21
林肯郡								林肯郡						林肯郡		林肯郡	斯皮爾斯比	Lincolnshire	ceremonial county in the east of England	Q180673	Q23090	Q145	Q47994,Q48063,Q21
上海亚细亚大楼								上海亚细亚大楼						上海亚细亚大楼		亚细亚大楼		Asia Building	building in Shanghai	Q11755959	Q23132	Q148	Q660185
中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		中国通商银行大楼		China Merchants Bank Building	building on the Bund, Shanghai	Q41176	Q23149	Q148	Q8686
								诺格拉帕利亚雷萨河								諾格拉帕利亞雷薩河		Noguera Pallaresa	river in Catalonia, Spain	Q4022	Q23160	Q29	Q13904
牛津郡		牛津郡		牛津郡		牛津郡		牛津郡		牛津郡		牛津郡		牛津郡		牛津郡		Oxfordshire	county in England, UK	Q180673,Q769603	Q23169	Q145,Q179876	Q48015,Q21
比謝列								比謝列						比謝列		比謝列		Bisceglie	town in Italy	Q747074	Q23178	Q38	Q16124
袋鼠科								袋鼠科						袋鼠科		袋鼠科		Macropodidae	family of mammals	Q16521	Q23193		
安特罗纳斯基耶兰科								安特罗纳斯基耶兰科						安特罗纳斯基耶兰科		安特罗纳斯基耶兰科		Antrona Schieranco	Italian comune	Q747074	Q23205	Q38	Q16312
伯克郡								伯克郡						伯克郡		伯克郡		Berkshire	ceremonial but non-administrative county of England	Q180673	Q23220	Q145	Q48015,Q179876,Q21
巴切诺								巴切诺						巴切诺		巴切诺		Baceno	Italian comune	Q747074	Q23226	Q38	Q16312
																奧地利葡萄酒		Austrian wine	style of wine in the European country of Austria	Q74817647	Q23237	Q40	
埃塞克斯郡		雅息士郡						埃塞克斯郡						埃塞克斯郡		埃塞克斯郡	雅息士郡ᚋ雅適士郡	Essex	ceremonial county in England (use Q21272241 for administrative non-metropolitan county)	Q180673	Q23240	Q145	Q48006,Q21
庵野秀明								庵野秀明						庵野秀明		庵野秀明		Hideaki Anno	Japanese animator, film director, businessman (1960-)	Q5	Q23261		
																特里尼塔波利		Trinitapoli	town in Italy	Q747074	Q23269	Q38	Q16124
科索尼奥								科索尼奥						科索尼奥		科索尼奥		Cossogno	Italian comune	Q747074	Q23310	Q38	Q16312
8年								8年				8年		8年		8年		8	year	Q577	Q23348		
																斯坦利·布鲁斯		Stanley Bruce	Australian politician, eighth Prime Minister of Australia (1883-1967)	Q5	Q23358		
人本主义心理学								人本主义心理学						人本主义心理学		人本主义心理学		humanistic psychology	psychological perspective		Q23364		
																墨瑞鱈		Murray cod	species of fish	Q16521	Q23366		
																澳洲南茴魚		Australian grayling	species of fish	Q16521	Q23367		
																泰德·利蓋蒂		Ted Ligety	American alpine skier	Q5	Q23405		
紅海								红海				紅海		红海		红海	紅海	Red Sea	seawater inlet of the Indian Ocean	Q165	Q23406	Q79,Q851,Q1049,Q977,Q986,Q805,Q801,Q810	
												985年				985年		985	year	Q577	Q23414		
																側門		postern	secondary door or gate		Q23418		
												678年				678年		678	year	Q577	Q23448		
												680年				680年		680	year	Q577	Q23453		
												698年				698年		698	year	Q577	Q23491		
官方語言												官方語言				官方語言	官方语言ᚋ官語ᚋ国家官方语言ᚋ官方語文ᚋ官方方言ᚋ法定语言ᚋ法定語文	official language	language given special status in some polity	Q5264406	Q23492		
												704年				704年		704	year	Q577	Q23503		
		域奇·佐華斯						力奇·佐维斯						力奇·佐维斯		瑞吉·葛文	瑞奇·傑維斯ᚋ力奇·佐維斯ᚋ歷奇·格維斯ᚋ力奇·佐维斯	Ricky Gervais	British comedian	Q5	Q23517		
																帕托加		Paltoga	village in Vologda Oblast, Russia	Q5084	Q23520	Q159	Q4414314
巴爾幹半島												巴爾幹半島				巴尔干半岛	巴爾幹半島ᚋ巴爾幹地區ᚋ巴爾幹	Balkans	geopolitical and cultural region of Southeast Europe	Q34763,Q3502482,Q1620908	Q23522	Q41,Q222,Q219,Q225,Q224,Q215,Q403,Q236,Q43,Q221,Q1246	
								广平省								廣平省		Quảng Bình	province of Vietnam	Q2824648	Q23533	Q881	Q881
												726年				726年		726	year	Q577	Q23555		
亞特蘭大		亞特蘭大						亚特兰大				亞特蘭大		亚特兰大		亚特兰大	亚特兰大市ᚋ亞城ᚋ阿特蘭大ᚋAtlantaᚋ亞特蘭大	Atlanta	capital city of Georgia, United States	Q21518270,Q62049,Q1549591,Q1093829,Q76514543	Q23556	Q30	Q486633,Q486398
												730年				730年		730	year	Q577	Q23563		
杰尔马尼奥								杰尔马尼奥						杰尔马尼奥		杰尔马尼奥		Germagno	Italian comune	Q747074	Q23574	Q38	Q16312
												936年				936年		936	year	Q577	Q23584		
												742年				742年		742	year	Q577	Q23601		
												958年				958年		958	year	Q577	Q23606		
												744年				744年		744	year	Q577	Q23608		
												965年				965年		965	year	Q577	Q23647		
												951年				951年		951	year	Q577	Q23654		
																奥梅尼亚		Omegna	Italian comune	Q747074	Q23662	Q38	Q16312
																帕兰泽诺		Pallanzeno	Italian comune	Q747074	Q23669	Q38	Q16312
童话镇		童话镇		童话镇		童话镇		童话镇		童话镇		童话镇		童话镇		童话镇		Once Upon a Time	American television series	Q5398426	Q23673		
																普雷梅诺		Premeno	Italian comune	Q747074	Q23675	Q38	Q16312
																吉米·卡特	占米·卡特ᚋ詹姆士·卡特ᚋ詹姆斯·厄爾·卡特	Jimmy Carter	president of the United States from 1977 to 1981	Q5	Q23685		
國歌		國歌		国歌		國歌		国歌		国歌		國歌		国歌		国歌	國歌ᚋ邦歌	national anthem	song that represents a country or sovereign state	Q107356781	Q23691		
																高爾基比亞		Gorgippia	ancient city on the Black Sea	Q15661340,Q148837,Q839954	Q23742	Q321371,Q159	Q15758
												959年				959年		959	year	Q577	Q23750		
埃比尼泽·霍华德								埃比尼泽·霍华德						埃比尼泽·霍华德		埃比尼泽·霍华德		Ebenezer Howard	British writer, founder of the garden city movement	Q5	Q23766		
